Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Orthophosphate,"Orthophosphate as phosphorus, water, filtered",14265-44-2,as P,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,34d5b67d-1e00-41ad-a83f-c02396b09675,0.22,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,CL053,USDOI/USGS,"Nutrients, wf, phosphomolybdate",,"DESCRIPTION: Nutrients, filtered water, phosphomolybdate, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 197-202. | USGS | I-2601-90",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2024-09-05,00671,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,999da556-6066-411e-bb1f-5df1a0780a45,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,09:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Sulfate,"Sulfate, water, filtered",14808-79-8,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,d77988ef-8369-446b-b9c0-a15520d1979b,82.1,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,IC022,USDOI/USGS,"Anions, wf, IC",,"DESCRIPTION: Anions, filtered water, ion chromatography; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 19-25. | USGS | I-2057-90 |<--->| American Public Health Association and American Water Works Association, 2012, Standard methods for the examination of water and wastewater (22d ed.): Washington, D.C., American Public Health Association, method 4110 B-2011, p. 4-5 through 4-7. | STDMETH | 4110 B-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00945,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, filtered",14797-55-8,as NO3,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,ad423a41-82dc-47de-a292-bb780b04725f,6.83,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2024-09-04,71851,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,a2b21455-b013-4bbb-a7be-9bc2c221acaa,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,06:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Sulfate,"Sulfate, water, filtered",14808-79-8,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,b96a0b53-4abf-495f-9066-32ffa6cbb11f,77.8,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,IC022,USDOI/USGS,"Anions, wf, IC",,"DESCRIPTION: Anions, filtered water, ion chromatography; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 19-25. | USGS | I-2057-90 |<--->| American Public Health Association and American Water Works Association, 2012, Standard methods for the examination of water and wastewater (22d ed.): Washington, D.C., American Public Health Association, method 4110 B-2011, p. 4-5 through 4-7. | STDMETH | 4110 B-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00945,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Organic carbon,"Dissolved organic carbon (DOC), water, filtered",,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,3b6fae3a-cf7a-4ca8-bc6b-4f399050cee9,2.06,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,OX008,USDOI/USGS,"DOC, 0.7um GFF,acid,persulfateIR",,"DESCRIPTION: DOC in Water Filtered Through a 0.7 um GF/F Filter, Acid-Preserved, and Analysed by Persulfate Oxidation and Infrared Spectrometry; CITATION(S): Brenton, R.W., and Arnett, T.L., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of dissolved organic carbon by UV-promoted persulfate oxidation and infrared spectrometry: U.S. Geological Survey Open-File Report 92-480, 12 p. | USGS | O-1122-92 |<--->| McCoy, Jeff, 2017, Changes to method codes for dissolved organic carbon (DOC) and new instrumentation for DOC and total organic carbon (TOC) become active 1 October 2017: Denver, Colorado, U.S. Geological Survey National Water Quality Laboratory Rapi-Note 17-21, 2 p.",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Organics, Other",Federal/US Government,2024-09-05,00681,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total nitrogen (nitrate + nitrite + total ammonia + organic nitrogen) as nitrogen, water, filtered, calculated",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,f3bb8a9b-4e14-4ef7-8c5b-5ba0c7b02e0d,1.8,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2024-09-04,00602,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Dissolved oxygen (DO),"Dissolved oxygen (DO), water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,6de6dfa3-77da-42d8-8a78-d3ed1530d86d,5.2,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00300,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,"Temperature, air","Temperature, air",,,,,,,,,,,,,,,,,,,,,,514e5a4b-faf2-4f56-bb5f-e263b6178935,19.0,deg C,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2024-09-05,00020,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,56b0bec9-d7f1-4da1-8910-cf301d2c45b2,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:15:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Fluoride,"Fluoride, water, filtered",16984-48-8,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,281eea4f-6ed6-4c43-b819-36c33bacf030,0.45,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ISE05,USDOI/USGS,"Anions, wf, ISE",,"DESCRIPTION: Anions, filtered water, ion-selective electrode; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 221-224. | USGS | I-2327-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00950,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,56b0bec9-d7f1-4da1-8910-cf301d2c45b2,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:15:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Agency analyzing sample,Agency analyzing sample,,,,,,,,,,,,,,,,,,,,,,90c9a875-aad9-4260-8606-9d19f134d8a4,"80020 - USGS-National Water Quality Lab, Denver, CO",,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Information,Federal/US Government,2024-09-05,00028,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,"Temperature, water","Temperature, water",,,,,,,,,,,,,,,,,,,,,,2ec477e0-4a90-487a-a8e2-7f29d2cc5356,21.0,deg C,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2024-09-04,00010,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,3f949cd9-9bb0-4efe-a838-196673591d8f,0.072,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2024-09-05,71846,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,735e5be3-5f5f-4c29-b7d4-b7650ac5f6c2,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,00:15:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Agency analyzing sample,Agency analyzing sample,,,,,,,,,,,,,,,,,,,,,,b5bbbba0-c4e1-4ad3-834e-f06b6119112f,"80020 - USGS-National Water Quality Lab, Denver, CO",,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Information,Federal/US Government,2024-09-05,00028,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652421""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,30ddfdad-a4c6-4c4a-ab4f-ad9c5ae9eaf9,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,02:55:00,PDT,,,,,,,,,,,,70,USDOI/USGS,Grab/dip,,Point / Grab: Grab sample (dip),Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Dissolved oxygen saturation,"Dissolved oxygen (DO) saturation, water, unfiltered",7782-44-7,,Unfiltered,,,,,,,,,,,,,,,,,,,21fe5b64-7465-4230-aad0-56537b591684,60,%,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00301,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,a2b21455-b013-4bbb-a7be-9bc2c221acaa,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,06:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Fluoride,"Fluoride, water, filtered",16984-48-8,,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,f78f8f41-5bcb-4621-9f22-864977964380,0.47,mg/L,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ISE05,USDOI/USGS,"Anions, wf, ISE",,"DESCRIPTION: Anions, filtered water, ion-selective electrode; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 221-224. | USGS | I-2327-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,"Inorganics, Major, Non-metals",Federal/US Government,2024-09-05,00950,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""470652400""]",,,,,,USGS-335426117232701,LAKE EVANS OUTFLOW AT RIVERSIDE CA,Stream,,California,United States of America,Riverside County,US,CA,,18070203,180702030804,,,33.9905555555556,-117.390833333333,NAD83,33.9905555555556,-117.390833333333,NAD83,,a2b21455-b013-4bbb-a7be-9bc2c221acaa,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2001-05-22,06:30:00,PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius, laboratory",,,Unfiltered,,,,,,,,,,,,,,,,,,,f84de090-8912-478b-b65c-867a4da3f13d,691,uS/cm,,Provisional,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,WHT03,USDOI/USGS,"Specific cond, lab, autom bridge",,"DESCRIPTION: Specific conductance, lab, automated, by Wheatstone bridge; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 461-463. | USGS | I-2781-85",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2024-09-05,90095,
