PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,PHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,SUBSPECIES,NON_NATIVE,CLADOCERA_SIZE,NET_SIZECLS_NEW,FFG,NON_TARGET
8/13/2024,1257,KERATELLA SERRULATA CURVICORNIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,SERRULATA,CURVICORNIS,,,FINE,HERB,
8/13/2024,1258,KERATELLA TAUROCEPHALA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,TAUROCEPHALA,,,,FINE,HERB,
8/13/2024,1259,KERATELLA TECTA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,TECTA,,,,FINE,HERB,
8/13/2024,1260,KERATELLA TESTUDO,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,TESTUDO,,,,FINE,HERB,
8/13/2024,1261,KERATELLA TICINENSIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,TICINENSIS,,,,FINE,HERB,
8/13/2024,1262,KERATELLA TROPICA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,TROPICA,,,,FINE,HERB,
8/13/2024,1263,KERATELLA VALGA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,VALGA,,,,FINE,HERB,
8/13/2024,1264,KURZIA LATISSIMA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,KURZIA,LATISSIMA,,,SMALL,COARSE,HERB,
8/13/2024,1265,KURZIA MEDIA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,KURZIA,MEDIA,,,SMALL,COARSE,HERB,
8/13/2024,1266,LATONOPSIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,LATONOPSIS,,,,LARGE,COARSE,HERB,
8/13/2024,1267,LECANE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,,,,,FINE,HERB,
8/13/2024,1268,LECANE ARCULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,ARCULA,,,,FINE,HERB,
8/13/2024,1269,LECANE BRACHYDACTYLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,BRACHYDACTYLA,,,,FINE,HERB,
8/13/2024,1270,LECANE CLARA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,CLARA,,,,FINE,HERB,
8/13/2024,1271,LECANE CREPIDA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,CREPIDA,,,,FINE,HERB,
8/13/2024,1272,LECANE CURVICORNIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,CURVICORNIS,,,,FINE,HERB,
8/13/2024,1273,LECANE EUTARSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,EUTARSA,,,,FINE,HERB,
8/13/2024,1274,LECANE FLEXILIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,FLEXILIS,,,,FINE,HERB,
8/13/2024,1275,LECANE HASTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,HASTATA,,,,FINE,HERB,
8/13/2024,1276,LECANE HORNEMANNI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,HORNEMANNI,,,,FINE,HERB,
8/13/2024,1277,LECANE INERMIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,INERMIS,,,,FINE,HERB,
8/13/2024,1278,LECANE INTRASINUATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,INTRASINUATA,,,,FINE,HERB,
8/13/2024,1279,LECANE LEONTINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,LEONTINA,,,,FINE,HERB,
8/13/2024,1280,LECANE LUDWIGII,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,LUDWIGII,,,,FINE,HERB,
8/13/2024,1281,LECANE LUNA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,LUNA,,,,FINE,HERB,
8/13/2024,1282,LECANE MIRA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,MIRA,,,,FINE,HERB,
8/13/2024,1283,LECANE MUCRONATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,MUCRONATA,,,,FINE,HERB,
8/13/2024,1284,LECANE OHIOENSIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,OHIOENSIS,,,,FINE,HERB,
8/13/2024,1285,LECANE PAPUANA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,PAPUANA,,,,FINE,HERB,
8/13/2024,1286,LECANE PERTICA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,PERTICA,,,,FINE,HERB,
8/13/2024,1287,LECANE PUSILLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,PUSILLA,,,,FINE,HERB,
8/13/2024,1288,LECANE RHENANA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,RHENANA,,,,FINE,HERB,
8/13/2024,1289,LECANE SIGNIFERA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,SIGNIFERA,,,,FINE,HERB,
8/13/2024,1290,LECANE STENROOSI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,STENROOSI,,,,FINE,HERB,
8/13/2024,1291,LECANE STICHAEA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,STICHAEA,,,,FINE,HERB,
8/13/2024,1292,LECANE TENUISETA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,TENUISETA,,,,FINE,HERB,
8/13/2024,1293,LECANE TUDICOLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,TUDICOLA,,,,FINE,HERB,
8/13/2024,1294,LECANE UNGULATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,UNGULATA,,,,FINE,HERB,
8/13/2024,1295,LEPADELLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,,,,,FINE,HERB,
8/13/2024,1296,LEPADELLA ACUMINATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,ACUMINATA,,,,FINE,HERB,
8/13/2024,1297,LEPADELLA COSTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,COSTATA,,,,FINE,HERB,
8/13/2024,1298,LEPADELLA CRISTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,CRISTATA,,,,FINE,HERB,
8/13/2024,1299,LEPADELLA EHRENBERGI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,EHRENBERGI,,,,FINE,HERB,
8/13/2024,1300,LEPADELLA OVALIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,OVALIS,,,,FINE,HERB,
8/13/2024,1301,LEPADELLA PATELLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,PATELLA,,,,FINE,HERB,
8/13/2024,1302,LEPADELLA RHOMBOIDES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,RHOMBOIDES,,,,FINE,HERB,
8/13/2024,1303,LEPTODIAPTOMUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,,,,,COARSE,HERB,
8/13/2024,1304,LEPTODIAPTOMUS ASHLANDI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,ASHLANDI,,,,COARSE,HERB,
8/13/2024,1305,LEPTODIAPTOMUS COLORADENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,COLORADENSIS,,,,COARSE,HERB,
8/13/2024,1306,LEPTODIAPTOMUS CONNEXUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,CONNEXUS,,,,COARSE,HERB,
8/13/2024,1307,LEPTODIAPTOMUS JUDAYI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,JUDAYI,,,,COARSE,HERB,
8/13/2024,1308,LEPTODIAPTOMUS MINUTUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,MINUTUS,,,,COARSE,HERB,
8/13/2024,1309,LEPTODIAPTOMUS NOVAMEXICANUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,NOVAMEXICANUS,,,,COARSE,HERB,
8/13/2024,1310,LEPTODIAPTOMUS NUDUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,NUDUS,,,,COARSE,HERB,
8/13/2024,1311,LEPTODIAPTOMUS SICILIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,SICILIS,,,,COARSE,HERB,
8/13/2024,1312,LEPTODIAPTOMUS SICILOIDES,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,SICILOIDES,,,,COARSE,HERB,
8/13/2024,1313,LEPTODIAPTOMUS SIGNICAUDA,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,SIGNICAUDA,,,,COARSE,HERB,
8/13/2024,1314,LEPTODIAPTOMUS TYRRELLI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,LEPTODIAPTOMUS,TYRRELLI,,,,COARSE,HERB,
8/13/2024,1315,LEPTODORA KINDTII,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,LEPTODORIDAE,,LEPTODORA,KINDTII,,,LARGE,COARSE,PRED,
8/13/2024,1316,LEYDIGIA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,LEYDIGIA,,,,SMALL,COARSE,HERB,
8/13/2024,1317,LEYDIGIA QUADRANGULARIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,LEYDIGIA,QUADRANGULARIS,,,SMALL,COARSE,HERB,
8/13/2024,1318,LILIFEROTROCHA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EPIPHANIDAE,,LILIFEROTROCHA,,,,,FINE,OMNI,
8/13/2024,1319,LILIFEROTROCHA SUBTILIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EPIPHANIDAE,,LILIFEROTROCHA,SUBTILIS,,,,FINE,OMNI,
8/13/2024,1320,LOPHOCHARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,LOPHOCHARIS,,,,,FINE,HERB,
8/13/2024,1321,LOPHOCHARIS SALPINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,LOPHOCHARIS,SALPINA,,,,FINE,HERB,
8/13/2024,1322,MACROCHAETUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,MACROCHAETUS,,,,,FINE,OMNI,
8/13/2024,1323,MACROCHAETUS COLLINSII,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,MACROCHAETUS,COLLINSII,,,,FINE,OMNI,
8/13/2024,1324,MACROCHAETUS LONGIPES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,MACROCHAETUS,LONGIPES,,,,FINE,OMNI,
8/13/2024,1325,MACROCHAETUS SERICA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,MACROCHAETUS,SERICA,,,,FINE,OMNI,
8/13/2024,1326,MACROCHAETUS SUBQUADRATUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,MACROCHAETUS,SUBQUADRATUS,,,,FINE,OMNI,
8/13/2024,1327,MACROCYCLOPS ALBIDUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,MACROCYCLOPS,ALBIDUS,,,,COARSE,OMNI,
8/13/2024,1328,MACROTHRIX,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,MACROTHRIX,,,,LARGE,COARSE,HERB,
8/13/2024,1329,MACROTHRIX MEXICANUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,MACROTHRIX,MEXICANUS,,,LARGE,COARSE,HERB,
8/13/2024,1330,MACROTHRIX ROSEA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,MACROTHRIX,ROSEA,,,LARGE,COARSE,HERB,
8/13/2024,1331,MESOCYCLOPS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,MESOCYCLOPS,,,,,COARSE,OMNI,
8/13/2024,1332,MESOCYCLOPS EDAX,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,MESOCYCLOPS,EDAX,,,,COARSE,OMNI,
8/13/2024,1333,MESOCYCLOPS LEUKARTI,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,MESOCYCLOPS,LEUKARTI,,,,COARSE,OMNI,
8/13/2024,1334,MICROCYCLOPS RUBELLUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,MICROCYCLOPS,RUBELLUS,,,,COARSE,HERB,
8/13/2024,1335,MICROCYCLOPS VARICANS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,MICROCYCLOPS,VARICANS,,,,COARSE,HERB,
8/13/2024,1336,MOINA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MOINIDAE,,MOINA,,,,SMALL,COARSE,HERB,
8/13/2024,1337,MOINA BRACHIATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MOINIDAE,,MOINA,BRACHIATA,,,SMALL,COARSE,HERB,
8/13/2024,1338,MOINA HUTCHINSONI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MOINIDAE,,MOINA,HUTCHINSONI,,,SMALL,COARSE,HERB,
8/13/2024,1339,MOINA MACROCOPA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MOINIDAE,,MOINA,MACROCOPA,,,SMALL,COARSE,HERB,
8/13/2024,1340,MOINA MICRURA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MOINIDAE,,MOINA,MICRURA,,,SMALL,COARSE,HERB,
8/13/2024,1341,MONOGONATA,ROTIFERA,EUROTATORIA,MONOGONONTA,,,,,,,,,,FINE,UNK,
8/13/2024,1342,MONOMMATA ENEDRA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,MONOMMATA,ENEDRA,,,,FINE,OMNI,
8/13/2024,1343,MONOMMATA SP.,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,MONOMMATA,,,,,FINE,OMNI,
8/13/2024,1344,MONOMMATA VIRIDIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,MONOMMATA,VIRIDIS,,,,FINE,OMNI,
8/13/2024,1345,MONOSTYLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,,,,,FINE,HERB,
8/13/2024,1346,MONOSTYLA BULLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,BULLA,,,,FINE,HERB,
8/13/2024,1347,MONOSTYLA CLOSTEROCERCA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,CLOSTEROCERCA,,,,FINE,HERB,
8/13/2024,1348,MONOSTYLA COPEIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,COPEIS,,,,FINE,HERB,
8/13/2024,1349,MONOSTYLA CORNUTA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,CORNUTA,,,,FINE,HERB,
8/13/2024,1350,MONOSTYLA CRENATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,CRENATA,,,,FINE,HERB,
8/13/2024,1351,MONOSTYLA HAMATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,HAMATA,,,,FINE,HERB,
8/13/2024,1352,MONOSTYLA LUNARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,LUNARIS,,,,FINE,HERB,
8/13/2024,1353,MONOSTYLA MURRAYI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,MURRAYI,,,,FINE,HERB,
8/13/2024,1354,MONOSTYLA PYRIFORMIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,PYRIFORMIS,,,,FINE,HERB,
8/13/2024,1355,MONOSTYLA QUADRIDENTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,QUADRIDENTATA,,,,FINE,HERB,
8/13/2024,1356,MONOSTYLA SCUTATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,SCUTATA,,,,FINE,HERB,
8/13/2024,1357,MONOSTYLA SPINULIFERA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,SPINULIFERA,,,,FINE,HERB,
8/13/2024,1358,MONOSTYLA STENROOSI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,MONOSTYLA,STENROOSI,,,,FINE,HERB,
8/13/2024,1359,MYSIDAE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,MYSIDA,,MYSIDAE,,,,,,,COARSE,HERB,Y
8/13/2024,1360,MYTILINA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,,,,,FINE,HERB,
8/13/2024,1361,MYTILINA BISULCATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,BISULCATA,,,,FINE,HERB,
8/13/2024,1362,MYTILINA CRASSIPES,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,CRASSIPES,,,,FINE,HERB,
8/13/2024,1363,MYTILINA MACROCERCA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,MACROCERCA,,,,FINE,HERB,
8/13/2024,1364,MYTILINA MUCRONATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,MUCRONATA,,,,FINE,HERB,
8/13/2024,1365,MYTILINA TRIGONA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,TRIGONA,,,,FINE,HERB,
8/13/2024,1366,MYTILINA VENTRALIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,VENTRALIS,,,,FINE,HERB,
8/13/2024,1367,MYTILINA VENTRALIS BREVISPINUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,VENTRALIS,BREVISPINUS,,,FINE,HERB,
8/13/2024,1368,MYTILINA VENTRALIS MACRACANTHA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,MYTILINIDAE,,MYTILINA,VENTRALIS,MACRACANTHA,,,FINE,HERB,
8/13/2024,1369,NEOERGASILUS JAPONICUS,ARTHROPODA,MAXILLOPODA,COPEPODA,POECILOSTOMATOIDA,,ERGASILIDAE,,NEOERGASILUS,JAPONICUS,,ALL,,COARSE,OMNI,
8/13/2024,1370,NOTHOLCA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,,,,,FINE,HERB,
8/13/2024,1371,NOTHOLCA ACUMINATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,ACUMINATA,,,,FINE,HERB,
8/13/2024,1372,NOTHOLCA ACUMINATA EXTENSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,ACUMINATA,EXTENSA,,,FINE,HERB,
8/13/2024,1373,NOTHOLCA CAUDATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,CAUDATA,,,,FINE,HERB,
8/13/2024,1374,NOTHOLCA LABIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,LABIS,,,,FINE,HERB,
8/13/2024,1375,NOTHOLCA LAURENTIAE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,LAURENTIAE,,,,FINE,HERB,
8/13/2024,1376,NOTHOLCA MICHIGANENSIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,MICHIGANENSIS,,,,FINE,HERB,
8/13/2024,1377,NOTHOLCA SQUAMULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,SQUAMULA,,,,FINE,HERB,
8/13/2024,1378,NOTOMMATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,NOTOMMATA,,,,,FINE,OMNI,
8/13/2024,1379,NOTOMMATA CYRTOPUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,NOTOMMATA,CYRTOPUS,,,,FINE,OMNI,
8/13/2024,1380,NOTOMMATIDAE,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,,,,,,FINE,OMNI,
8/13/2024,1381,ONYCHODIAPTOMUS BIRGEI,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,ONYCHODIAPTOMUS,BIRGEI,,,,COARSE,HERB,
8/13/2024,1382,ONYCHODIAPTOMUS HESPERUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,ONYCHODIAPTOMUS,HESPERUS,,,,COARSE,HERB,
8/13/2024,1383,ONYCHODIAPTOMUS SANGUINEUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,ONYCHODIAPTOMUS,SANGUINEUS,,,,COARSE,HERB,
8/13/2024,1384,OPHRYOXUS GRACILIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,OPHRYOXUS,GRACILIS,,,SMALL,COARSE,HERB,
8/13/2024,1385,ORTHOCYCLOPS MODESTUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,ORTHOCYCLOPS,MODESTUS,,,,COARSE,OMNI,
8/13/2024,1386,OSTRACODA,ARTHROPODA,OSTRACODA,,,,,,,,,,,COARSE,,
8/13/2024,1387,OXYURELLA BREVICAUDIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,OXYURELLA,BREVICAUDIS,,,SMALL,COARSE,OMNI,
8/13/2024,1388,PARACYCLOPS CHILTONI,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,PARACYCLOPS,CHILTONI,,,,COARSE,HERB,
8/13/2024,1389,PECTINARIIDAE,ANNELIDA,POLYCHAETA,PALPATA,CANALIPALPATA,TEREBELLIDA,PECTINARIIDAE,,,,,,,FINE,,Y
8/13/2024,1390,PHYLLODOCIDAE,ANNELIDA,POLYCHAETA,PALPATA,ACICULATA,,PHYLLODOCIDA,,,,,,,FINE,,Y
8/13/2024,1391,PICRIPLEUROXUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PICRIPLEUROXUS,,,,SMALL,COARSE,HERB,
8/13/2024,1392,PICRIPLEUROXUS DENTICULATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PICRIPLEUROXUS,DENTICULATUS,,,SMALL,COARSE,HERB,
8/13/2024,1393,PICRIPLEUROXUS STRIATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PICRIPLEUROXUS,STRIATUS,,,SMALL,COARSE,HERB,
8/13/2024,1394,PLATYIAS PATULUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,PLATYIAS,PATULUS,,,,FINE,UNK,
8/13/2024,1395,PLATYIAS QUADRICORNIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,PLATYIAS,QUADRICORNIS,,,,FINE,HERB,
